Full Image Title,Onsite Image URL,Date,Object Page URL,Shortened Title with Date
Country Road with Four Windmills,../img/scale/brueghel/9777.jpg,1618,janbrueghel/country-road-with-four-windmills,Country Road with Four Windmills
Archduke Albert of Austria with Women on a Platform,../img/scale/brueghel/9778.jpg,1606,janbrueghel/archduke-albert-of-austria-with-women-on-a-platform,Archduke Albert of Austria with Women on a Platform
Village with Canal,../img/scale/brueghel/9786.jpg,1602,janbrueghel/village-with-canal,Village with Canal
View of Tivoli (Paris),../img/scale/brueghel/9791.jpg,,janbrueghel/view-of-tivoli-paris,View of Tivoli (Paris)
"River with Boats, Lined with Trees and Houses",../img/scale/brueghel/9793.jpg,,janbrueghel/river-with-boats-lined-with-trees-and-houses,"River with Boats, Lined with Trees and Houses"
Seventeen Studies of Different Dogs,../img/scale/brueghel/9794.jpg,,janbrueghel/seventeen-studies-of-different-dogs,Seventeen Studies of Different Dogs
View of a Village at the Edge of a River,../img/scale/brueghel/9796.jpg,1553,janbrueghel/view-of-a-village-at-the-edge-of-a-river,View of a Village at the Edge of a River
Sleeping Peasants and Two Horses Under Large Trees,../img/scale/brueghel/9797.jpg,,janbrueghel/sleeping-peasants-and-two-horses-under-large-trees,Sleeping Peasants and Two Horses Under Large Trees
Port with Two Forts,../img/scale/brueghel/9801.jpg,,janbrueghel/port-with-two-forts,Port with Two Forts
View of Naples Harbor,../img/scale/brueghel/9804.jpg,,janbrueghel/view-of-naples-harbor,View of Naples Harbor
Mountain Landscape with a Harbor City,../img/scale/brueghel/9805.jpg,1596,janbrueghel/mountain-landscape-with-a-harbor-city,Mountain Landscape with a Harbor City
Village View with Boats,../img/scale/brueghel/9811.jpg,,janbrueghel/village-view-with-boats,Village View with Boats
Various Groups of Figures,../img/scale/brueghel/9816.jpg,,janbrueghel/various-groups-of-figures,Various Groups of Figures
"View of Roman Ruins, the Baths of Caracalla or the Baths of Diocletian in Rome",../img/scale/brueghel/9817.jpg,,janbrueghel/view-of-roman-ruins-the-baths-of-caracalla-or-the-baths-of-diocletian-in-rome,"View of Roman Ruins, the Baths of Caracalla or the Baths of Diocletian in Rome"
View of a Village by a River with a Watermill,../img/scale/brueghel/9818.jpg,,janbrueghel/view-of-a-village-by-a-river-with-a-watermill,View of a Village by a River with a Watermill
View on the Ground Floor of the Colosseum in Rome,../img/scale/brueghel/9822.jpg,,janbrueghel/view-on-the-ground-floor-of-the-colosseum-in-rome,View on the Ground Floor of the Colosseum in Rome
Peasants Loading a Wagon,../img/scale/brueghel/9823.jpg,,janbrueghel/peasants-loading-a-wagon,Peasants Loading a Wagon
View of a Village with a Canal,../img/scale/brueghel/9826.jpg,,janbrueghel/view-of-a-village-with-a-canal,View of a Village with a Canal
Village Street with St. Martin,../img/scale/brueghel/9827.jpg,1610,janbrueghel/village-street-with-st-martin,Village Street with St. Martin
Road with Wagons and Cattle,../img/scale/brueghel/9828.jpg,,janbrueghel/road-with-wagons-and-cattle,Road with Wagons and Cattle
Sea Landscape,../img/scale/brueghel/9829.jpg,1605,janbrueghel/sea-landscape,Sea Landscape
Women Bleaching,../img/scale/brueghel/9831.jpg,,janbrueghel/women-bleaching,Women Bleaching
Tree on an Outcrop with Group of Gypsies,../img/scale/brueghel/9832.jpg,1603,janbrueghel/tree-on-an-outcrop-with-group-of-gypsies,Tree on an Outcrop with Group of Gypsies
"Tower Bridge of Castle of Tervuren, seen from the Southeast",../img/scale/brueghel/9841.jpg,,janbrueghel/tower-bridge-of-castle-of-tervuren-seen-from-the-southeast,"Tower Bridge of Castle of Tervuren, seen from the Southeast"
Pan and Syrinx (Vienna),../img/scale/brueghel/9844.jpg,,janbrueghel/pan-and-syrinx-vienna,Pan and Syrinx (Vienna)
View of the Town of Spa,../img/scale/brueghel/9856.jpg,1612,janbrueghel/view-of-the-town-of-spa,View of the Town of Spa
Rocky Landscape (Momper),../img/scale/brueghel/10191.jpg,,janbrueghel/rocky-landscape-momper,Rocky Landscape (Momper)
Seascape with Fortification,../img/scale/brueghel/10192.jpg,,janbrueghel/seascape-with-fortification,Seascape with Fortification
Passage in the High Mountains,../img/scale/brueghel/10193.jpg,,janbrueghel/passage-in-the-high-mountains,Passage in the High Mountains
Mountain Landscape with Castle,../img/scale/brueghel/10194.jpg,,janbrueghel/mountain-landscape-with-castle,Mountain Landscape with Castle
Mountainous Landscape with Figures and a Donkey,../img/scale/brueghel/10195.jpg,,janbrueghel/mountainous-landscape-with-figures-and-a-donkey,Mountainous Landscape with Figures and a Donkey
A Troop Post,../img/scale/brueghel/10196.jpg,,janbrueghel/a-troop-post,A Troop Post
Large Panoramic Mountain View with Venus and Adonis,../img/scale/brueghel/10197.jpg,,janbrueghel/large-panoramic-mountain-view-with-venus-and-adonis,Large Panoramic Mountain View with Venus and Adonis
Travelers in the Mountains,../img/scale/brueghel/10198.jpg,,janbrueghel/travelers-in-the-mountains,Travelers in the Mountains
Travelers in a Mountain Landscape,../img/scale/brueghel/10199.jpg,,janbrueghel/travelers-in-a-mountain-landscape,Travelers in a Mountain Landscape
Wide Landscape with Resting Immigrants,../img/scale/brueghel/10200.jpg,,janbrueghel/wide-landscape-with-resting-immigrants,Wide Landscape with Resting Immigrants
Mountain Landscape with Ferry Boats,../img/scale/brueghel/10201.jpg,,janbrueghel/mountain-landscape-with-ferry-boats,Mountain Landscape with Ferry Boats
Mountain Landscape with River Valley,../img/scale/brueghel/10202.jpg,,janbrueghel/mountain-landscape-with-river-valley,Mountain Landscape with River Valley
Mountainous Landscape with Travelers on a Hilly Road,../img/scale/brueghel/10203.jpg,,janbrueghel/mountainous-landscape-with-travelers-on-a-hilly-road,Mountainous Landscape with Travelers on a Hilly Road
High Mountains,../img/scale/brueghel/10204.jpg,,janbrueghel/high-mountains,High Mountains
Landscape with a Bridge and Travelers,../img/scale/brueghel/10205.jpg,,janbrueghel/landscape-with-a-bridge-and-travelers,Landscape with a Bridge and Travelers
Travelers in a Mountainous Landscape,../img/scale/brueghel/10206.jpg,,janbrueghel/travelers-in-a-mountainous-landscape,Travelers in a Mountainous Landscape
Great River Landscape,../img/scale/brueghel/10207.jpg,,janbrueghel/great-river-landscape,Great River Landscape
Rock Landscape with a Waterfall,../img/scale/brueghel/10208.jpg,,janbrueghel/rock-landscape-with-a-waterfall,Rock Landscape with a Waterfall
The Valley,../img/scale/brueghel/10209.jpg,,janbrueghel/the-valley,The Valley
Travelers on the Pass,../img/scale/brueghel/10210.jpg,,janbrueghel/travelers-on-the-pass,Travelers on the Pass
Mountain Landscape with Travelers,../img/scale/brueghel/10211.jpg,,janbrueghel/mountain-landscape-with-travelers,Mountain Landscape with Travelers
Landscape with a Road Leading Past a Place for Execution,../img/scale/brueghel/10212.jpg,,janbrueghel/landscape-with-a-road-leading-past-a-place-for-execution,Landscape with a Road Leading Past a Place for Execution
Landscape with Distant Views,../img/scale/brueghel/10213.jpg,,janbrueghel/landscape-with-distant-views,Landscape with Distant Views
Hillside Area,../img/scale/brueghel/10214.jpg,,janbrueghel/hillside-area,Hillside Area
Mountain Lake at Midnight,../img/scale/brueghel/10215.jpg,,janbrueghel/mountain-lake-at-midnight,Mountain Lake at Midnight
Village Landscape with Fire and Full Moon,../img/scale/brueghel/10216.jpg,,janbrueghel/village-landscape-with-fire-and-full-moon,Village Landscape with Fire and Full Moon
Mountain Landscape with a Lake,../img/scale/brueghel/10217.jpg,,janbrueghel/mountain-landscape-with-a-lake,Mountain Landscape with a Lake
Mountain Landscape with a River,../img/scale/brueghel/10218.jpg,,janbrueghel/mountain-landscape-with-a-river,Mountain Landscape with a River
Winter Landscape,../img/scale/brueghel/10219.jpg,,janbrueghel/winter-landscape,Winter Landscape
Landscape with Community,../img/scale/brueghel/10220.jpg,,janbrueghel/landscape-with-community,Landscape with Community
Wide River Landscape with Wine Press,../img/scale/brueghel/10221.jpg,,janbrueghel/wide-river-landscape-with-wine-press,Wide River Landscape with Wine Press
Winter Village with Travelers,../img/scale/brueghel/10222.jpg,,janbrueghel/winter-village-with-travelers,Winter Village with Travelers
Show in a Grotto,../img/scale/brueghel/10223.jpg,,janbrueghel/show-in-a-grotto,Show in a Grotto
Fair in a Grotto,../img/scale/brueghel/10224.jpg,,janbrueghel/fair-in-a-grotto,Fair in a Grotto
Procession in a Grotto,../img/scale/brueghel/10225.jpg,,janbrueghel/procession-in-a-grotto,Procession in a Grotto
Hermit in a Grotto,../img/scale/brueghel/10226.jpg,,janbrueghel/hermit-in-a-grotto,Hermit in a Grotto
The Drunkard Pushed into the Pigsty,../img/scale/brueghel/18481.jpg,,janbrueghel/the-drunkard-pushed-into-the-pigsty,The Drunkard Pushed into the Pigsty
Nymphs Sleeping After the Hunt Spied on by Satyr,../img/scale/brueghel/18582.jpg,,janbrueghel/nymphs-sleeping-after-the-hunt-spied-on-by-satyr-0,Nymphs Sleeping After the Hunt Spied on by Satyr
Homage to the Goddess Flora with a Feast of the Gods,../img/scale/brueghel/18583.jpg,,janbrueghel/homage-to-the-goddess-flora-with-a-feast-of-the-gods,Homage to the Goddess Flora with a Feast of the Gods
The Vision of Saint Hubert,../img/scale/brueghel/18584.jpg,,janbrueghel/the-vision-of-saint-hubert,The Vision of Saint Hubert
The Rape of Proserpina (New York),../img/scale/brueghel/18627.jpg,,janbrueghel/the-rape-of-proserpina-new-york,The Rape of Proserpina (New York)
A Mountainous Landscape with Horseman and Travellers on a Path,../img/scale/brueghel/18628.jpg,,janbrueghel/a-mountainous-landscape-with-horseman-and-travellers-on-a-path,A Mountainous Landscape with Horseman and Travellers on a Path
Minerva Visits the Nine Muses,../img/scale/brueghel/18629.jpg,,janbrueghel/minerva-visits-the-nine-muses,Minerva Visits the Nine Muses
A Wooded Landscape with the Death of Adonis,../img/scale/brueghel/18630.jpg,,janbrueghel/a-wooded-landscape-with-the-death-of-adonis,A Wooded Landscape with the Death of Adonis
Juno in the Underworld,../img/scale/brueghel/18631.jpg,,janbrueghel/juno-in-the-underworld-0,Juno in the Underworld
Country Landscape with Travellers,../img/scale/brueghel/18632.jpg,,janbrueghel/country-landscape-with-travellers,Country Landscape with Travellers
The Deer Park of the Chateau of Mariemont,../img/scale/brueghel/18633.jpg,,janbrueghel/the-deer-park-of-the-chateau-of-mariemont,The Deer Park of the Chateau of Mariemont
The Temptation of Saint Anthony (Belgium),../img/scale/brueghel/18634.jpg,,janbrueghel/the-temptation-of-saint-anthony-belgium,The Temptation of Saint Anthony (Belgium)
A Kunstkammer with Venus,../img/scale/brueghel/18635.jpg,,janbrueghel/a-kunstkammer-with-venus,A Kunstkammer with Venus
Allegory of Water (Amsterdam),../img/scale/brueghel/18636.jpg,,janbrueghel/allegory-of-water-amsterdam,Allegory of Water (Amsterdam)
The Crucifixion,../img/scale/brueghel/18655.jpg,,janbrueghel/the-crucifixion,The Crucifixion
Continence of Scipio (Dresden),../img/scale/brueghel/18656.jpg,,janbrueghel/continence-of-scipio-dresden,Continence of Scipio (Dresden)
